unique_id,price_paid,deed_date,postcode,property_type,new_build,estate_type,saon,paon,street,locality,town,district,county,transaction_category,linked_data_uri
"885CC0F3-D647-4EB6-90A5-AE69DB389E94","173000","2002-01-25","EC1Y 0SN","F","N","L","FLAT 334","CRESCENT HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/885CC0F3-D647-4EB6-90A5-AE69DB389E94/current"
"01EB45F0-0052-40F3-E063-4704A8C05FDE","425000","2023-07-07","EC1Y 0SN","F","N","L","FLAT 335","CRESCENT HOUSE","GOLDEN LANE ESTATE","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/01EB45F0-0052-40F3-E063-4704A8C05FDE/current"
"DB41C239-CAFC-442A-A14D-E321F1470F25","280000","2009-12-07","EC1Y 0SN","F","N","L","FLAT 335","CRESCENT HOUSE","GOLDEN LANE ESTATE","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/DB41C239-CAFC-442A-A14D-E321F1470F25/current"
"3E37F9AF-F356-458F-BE9C-73307079505D","390000","2013-10-30","EC1Y 0SN","F","N","L","FLAT 337","CRESCENT HOUSE","GOLDEN LANE ESTATE","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/3E37F9AF-F356-458F-BE9C-73307079505D/current"
"2A289E9D-3EB7-CDC8-E050-A8C063054829","245000","2009-06-24","EC1Y 0SN","F","N","L","FLAT 337","CRESCENT HOUSE","GOLDEN LANE ESTATE","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/2A289E9D-3EB7-CDC8-E050-A8C063054829/current"
"E53EDD2E-047E-83EC-E053-6B04A8C03A59","400000","2022-01-20","EC1Y 0SN","F","N","L","FLAT 338","CRESCENT HOUSE","GOLDEN LANE ESTATE","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/E53EDD2E-047E-83EC-E053-6B04A8C03A59/current"
"9EC12EE8-1664-4089-9D2A-0171065AED07","205000","2003-11-14","EC1Y 0SN","F","N","L","FLAT 338","CRESCENT HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/9EC12EE8-1664-4089-9D2A-0171065AED07/current"
"68FEB20B-BFB4-38DA-E053-6C04A8C051AE","417000","2018-03-20","EC1Y 0SN","F","N","L","FLAT 339","CRESCENT HOUSE","GOLDEN LANE ESTATE","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/68FEB20B-BFB4-38DA-E053-6C04A8C051AE/current"
"82227D92-D299-4000-8D56-777DD60E3435","175000","2002-05-30","EC1Y 0SN","F","N","L","FLAT 339","CRESCENT HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/82227D92-D299-4000-8D56-777DD60E3435/current"
"D610F000-793B-4076-BEF5-E6BDE5052592","390000","2013-08-01","EC1Y 0SN","F","N","L","FLAT 340","CRESCENT HOUSE","GOLDEN LANE ESTATE","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/D610F000-793B-4076-BEF5-E6BDE5052592/current"
"2A289E9D-8EF1-CDC8-E050-A8C063054829","45000","1996-11-29","EC1Y 0SN","F","N","L","FLAT 340","CRESCENT HOUSE","GOLDEN LANE ESTATE","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/2A289E9D-8EF1-CDC8-E050-A8C063054829/current"
"9DBAD222-02FD-6EB3-E053-6B04A8C0F257","425000","2020-01-21","EC1Y 0SN","F","N","L","FLAT 342","CRESCENT HOUSE","GOLDEN LANE ESTATE","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/9DBAD222-02FD-6EB3-E053-6B04A8C0F257/current"
"1D37F043-7374-4A39-B573-02FA9DAA81F2","350000","2013-03-15","EC1Y 0SN","F","N","L","FLAT 342","CRESCENT HOUSE","GOLDEN LANE ESTATE","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/1D37F043-7374-4A39-B573-02FA9DAA81F2/current"
"B3598184-959C-400C-9C1C-C817321C5A80","237000","2006-06-23","EC1Y 0SN","F","N","L","FLAT 342","CRESCENT HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/B3598184-959C-400C-9C1C-C817321C5A80/current"
"B6391163-CBD7-4C0E-A53D-33840309F5A1","235000","2006-06-08","EC1Y 0SN","F","N","L","FLAT 343","CRESCENT HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/B6391163-CBD7-4C0E-A53D-33840309F5A1/current"
"CD93D493-5868-489E-B5D7-C950DAB52847","70000","1998-12-01","EC1Y 0SN","F","N","L","FLAT 344","CRESCENT HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/CD93D493-5868-489E-B5D7-C950DAB52847/current"
"6E37D2C5-1C2B-4DD9-A1BF-801B5B2B4C70","318000","2007-05-04","EC1Y 0SN","F","N","L","FLAT 345","CRESCENT HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/6E37D2C5-1C2B-4DD9-A1BF-801B5B2B4C70/current"
"93770FF7-44FD-4E61-9366-17B744F188C8","195000","2005-09-02","EC1Y 0SN","F","N","L","FLAT 346","CRESCENT HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/93770FF7-44FD-4E61-9366-17B744F188C8/current"
"A9188592-BDC1-4DEB-8731-C794DCE7E8C2","117000","1999-08-10","EC1Y 0SN","F","N","L","FLAT 346","CRESCENT HOUSE","GOLDEN LANE ESTATE","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/A9188592-BDC1-4DEB-8731-C794DCE7E8C2/current"
"AB647C19-B88E-4379-9B5C-5C8795E07EF8","237500","2005-12-07","EC1Y 0SN","F","N","L","FLAT 351","CRESCENT HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/AB647C19-B88E-4379-9B5C-5C8795E07EF8/current"
"D28690E3-CA82-4DAF-9D02-C07EDCC067CE","175000","2006-07-04","EC1Y 0SQ","F","N","L","FLAT 12","CULLUM WELCH HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/D28690E3-CA82-4DAF-9D02-C07EDCC067CE/current"
"0E04FBBF-27DD-40AE-BF79-1B34085BA614","149000","2002-11-29","EC1Y 0SQ","F","N","L","FLAT 12","CULLUM WELCH HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/0E04FBBF-27DD-40AE-BF79-1B34085BA614/current"
"368CB09F-1A8A-4232-9764-C04B2D4297AF","67000","1998-06-12","EC1Y 0SQ","F","N","L","FLAT 12","CULLUM WELCH HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/368CB09F-1A8A-4232-9764-C04B2D4297AF/current"
"3A8CFE23-0930-4F7B-9F2A-8FA9D5FFB149","317500","2014-02-21","EC1Y 0SQ","F","N","L","FLAT 14","CULLUM WELCH HOUSE","GOLDEN LANE ESTATE","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/3A8CFE23-0930-4F7B-9F2A-8FA9D5FFB149/current"
"F10780B2-0BB1-49C7-BC1B-376FFBCACA58","165000","2004-07-15","EC1Y 0SQ","F","N","L","FLAT 14","CULLUM WELCH HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/F10780B2-0BB1-49C7-BC1B-376FFBCACA58/current"
"4C9B6899-FFDC-4A8B-A851-D75F324CE4A7","112500","2001-04-27","EC1Y 0SQ","F","N","L","FLAT 14","CULLUM WELCH HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/4C9B6899-FFDC-4A8B-A851-D75F324CE4A7/current"
"0A274849-9A09-46BD-9AA8-A2687CF71799","190000","2006-08-18","EC1Y 0SQ","F","N","L","FLAT 15","CULLUM WELCH HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/0A274849-9A09-46BD-9AA8-A2687CF71799/current"
"6645CACB-C3DC-4D7D-994F-63C737EB9844","239950","2007-11-07","EC1Y 0SQ","F","N","L","FLAT 16","CULLUM WELCH HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/6645CACB-C3DC-4D7D-994F-63C737EB9844/current"
"5C05A3D1-6347-4ABF-91CF-325BAF070223","65000","1998-03-17","EC1Y 0SQ","F","N","L","FLAT 16","CULLUM WELCH HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/5C05A3D1-6347-4ABF-91CF-325BAF070223/current"
"729F419B-7288-4F8A-BB2D-E41104E94644","243500","2011-12-19","EC1Y 0SQ","F","N","L","FLAT 20","CULLUM WELCH HOUSE","GOLDEN LANE ESTATE","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/729F419B-7288-4F8A-BB2D-E41104E94644/current"
"ECD9E496-0CDB-4911-A955-920E37D3C404","215000","2007-01-26","EC1Y 0SQ","F","N","L","FLAT 21","CULLUM WELCH HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/ECD9E496-0CDB-4911-A955-920E37D3C404/current"
"5DC4AE34-73AE-45C9-80CA-A898AE8AF49F","175000","2003-08-29","EC1Y 0SQ","F","N","L","FLAT 21","CULLUM WELCH HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/5DC4AE34-73AE-45C9-80CA-A898AE8AF49F/current"
"75BCB174-4468-495B-AE44-F3D8E446EAD1","360000","2015-03-02","EC1Y 0SQ","F","N","L","FLAT 24","CULLUM WELCH HOUSE","GOLDEN LANE ESTATE","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/75BCB174-4468-495B-AE44-F3D8E446EAD1/current"
"E5627554-968C-40C8-960B-229042C0D545","210000","2010-08-09","EC1Y 0SQ","F","N","L","FLAT 24","CULLUM WELCH HOUSE","GOLDEN LANE ESTATE","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/E5627554-968C-40C8-960B-229042C0D545/current"
"23CBED61-4474-4995-9D07-51F14B414EB4","158110","2002-07-25","EC1Y 0SQ","F","N","L","FLAT 27","CULLUM WELCH HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/23CBED61-4474-4995-9D07-51F14B414EB4/current"
"78C43369-E003-4C06-9992-A3F071B3E4BF","110000","2000-11-03","EC1Y 0SQ","F","N","L","FLAT 27","CULLUM WELCH HOUSE","GOLDEN LANE ESTATE","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/78C43369-E003-4C06-9992-A3F071B3E4BF/current"
"B915BCF3-31AA-46EB-A343-33E25658166A","72500","1999-03-19","EC1Y 0SQ","F","N","L","FLAT 27","CULLUM WELCH HOUSE","GOLDEN LANE ESTATE","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/B915BCF3-31AA-46EB-A343-33E25658166A/current"
"72033EE8-D724-44B6-A255-4E59AB3A72A6","325000","2013-11-26","EC1Y 0SQ","F","N","L","FLAT 3","CULLUM WELCH HOUSE","GOLDEN LANE ESTATE","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/72033EE8-D724-44B6-A255-4E59AB3A72A6/current"
"83236DA7-262F-4307-B7D4-9324865A9E82","235000","2008-07-24","EC1Y 0SQ","F","N","L","FLAT 3","CULLUM WELCH HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/83236DA7-262F-4307-B7D4-9324865A9E82/current"
"045F76C5-0B62-44E8-83CB-ED797565B756","125000","2002-01-18","EC1Y 0SQ","F","N","L","FLAT 31","CULLUM WELCH HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/045F76C5-0B62-44E8-83CB-ED797565B756/current"
"57E73D36-9F87-4140-9A20-9CA985B06F6C","67500","1998-06-19","EC1Y 0SQ","F","N","L","FLAT 31","CULLUM WELCH HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/57E73D36-9F87-4140-9A20-9CA985B06F6C/current"
"2A289E9C-E10B-CDC8-E050-A8C063054829","39000","1995-01-06","EC1Y 0SQ","F","N","L","FLAT 34","CULLUM WELCH HOUSE","GOLDEN LANE ESTATE","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/2A289E9C-E10B-CDC8-E050-A8C063054829/current"
"C9C679E2-2C02-4BDB-B173-F8E55C8BFDC9","248000","2011-10-19","EC1Y 0SQ","F","N","L","FLAT 4","CULLUM WELCH HOUSE","GOLDEN LANE ESTATE","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/C9C679E2-2C02-4BDB-B173-F8E55C8BFDC9/current"
"AC84BADA-6BAB-4F5E-9EFA-AC1F52CC1BF7","245000","2007-09-07","EC1Y 0SQ","F","N","L","FLAT 4","CULLUM WELCH HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/AC84BADA-6BAB-4F5E-9EFA-AC1F52CC1BF7/current"
"3ADC5400-83A6-49F3-A2C5-CC4C3FBABC6C","135000","2001-10-30","EC1Y 0SQ","F","N","L","FLAT 4","CULLUM WELCH HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/3ADC5400-83A6-49F3-A2C5-CC4C3FBABC6C/current"
"7A9E884D-5348-42E5-9293-8AE6F2C962E3","63000","1997-01-28","EC1Y 0SQ","F","N","L","FLAT 4","CULLUM WELCH HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/7A9E884D-5348-42E5-9293-8AE6F2C962E3/current"
"BA558B32-D9A9-76EF-E053-6B04A8C0B4B7","300000","2020-11-20","EC1Y 0SQ","F","N","L","FLAT 8","CULLUM WELCH HOUSE","GOLDEN LANE ESTATE","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/BA558B32-D9A9-76EF-E053-6B04A8C0B4B7/current"
"1082EA9A-6A0C-4CD2-ACCF-6B83E5B80E67","195000","2006-09-22","EC1Y 0SQ","F","N","L","FLAT 8","CULLUM WELCH HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/1082EA9A-6A0C-4CD2-ACCF-6B83E5B80E67/current"
"6311CAE9-B572-495B-B201-8550263A5E3F","247500","2008-02-22","EC1Y 0SQ","F","N","L","FLAT 9","CULLUM WELCH HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/6311CAE9-B572-495B-B201-8550263A5E3F/current"
"B04C2717-133E-4FF3-9063-BA4B82D04CA4","300000","2010-09-07","EC1Y 0ST","F","N","L","FLAT 1","HATFIELD HOUSE","GOLDEN LANE ESTATE","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/B04C2717-133E-4FF3-9063-BA4B82D04CA4/current"
"9B5519D4-3FB8-4E61-8B36-BC366D99EC25","185000","2003-11-14","EC1Y 0ST","F","N","L","FLAT 1","HATFIELD HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/9B5519D4-3FB8-4E61-8B36-BC366D99EC25/current"
"330EEC02-DD8E-469E-B653-121BE3AD3A24","105000","2000-03-15","EC1Y 0ST","F","N","L","FLAT 1","HATFIELD HOUSE","GOLDEN LANE ESTATE","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/330EEC02-DD8E-469E-B653-121BE3AD3A24/current"
"82174AB9-CFA3-4346-BC2E-B64D14878E8D","75000","1998-08-05","EC1Y 0ST","F","N","L","FLAT 1","HATFIELD HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/82174AB9-CFA3-4346-BC2E-B64D14878E8D/current"
"1048110E-456B-4BD7-A34B-C869381C5A06","250000","2011-11-22","EC1Y 0ST","F","N","L","FLAT 2","HATFIELD HOUSE","GOLDEN LANE ESTATE","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/1048110E-456B-4BD7-A34B-C869381C5A06/current"
"59DD04E4-9AE6-4831-A5D0-9D1DFB5CCAD4","197500","2005-10-21","EC1Y 0ST","F","N","L","FLAT 2","HATFIELD HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/59DD04E4-9AE6-4831-A5D0-9D1DFB5CCAD4/current"
"339B5042-DC73-4BC6-8720-0B062012A5C8","135000","2002-02-25","EC1Y 0ST","F","N","L","FLAT 2","HATFIELD HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/339B5042-DC73-4BC6-8720-0B062012A5C8/current"
"FA8CBAFA-89D7-4346-A804-6A92BF0428FE","485000","2008-01-31","EC1Y 0ST","F","N","L","FLAT 21","HATFIELD HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/FA8CBAFA-89D7-4346-A804-6A92BF0428FE/current"
"01CE39B9-8ACD-439C-834B-56ADE2A26BD1","230000","2002-02-11","EC1Y 0ST","F","N","L","FLAT 21","HATFIELD HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/01CE39B9-8ACD-439C-834B-56ADE2A26BD1/current"
"045A1899-43FC-9A24-E063-4804A8C048EA","700000","2023-07-21","EC1Y 0ST","F","N","L","FLAT 22","HATFIELD HOUSE","GOLDEN LANE ESTATE","","LONDON","CITY OF LONDON","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/045A1899-43FC-9A24-E063-4804A8C048EA/current"
"EF4A6AAE-FE29-4A68-A766-87C6F91D6B88","249000","2003-01-31","EC1Y 0ST","F","N","L","FLAT 22","HATFIELD HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/EF4A6AAE-FE29-4A68-A766-87C6F91D6B88/current"
"CEAF07AC-01ED-4E8C-BEF1-E7E1F96F4A00","315000","2002-10-25","EC1Y 0ST","F","N","L","FLAT 23","HATFIELD HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/CEAF07AC-01ED-4E8C-BEF1-E7E1F96F4A00/current"
"7F1C9816-D41F-4991-9FDE-80A9B80AE957","200000","2000-06-08","EC1Y 0ST","F","N","L","FLAT 23","HATFIELD HOUSE","GOLDEN LANE ESTATE","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/7F1C9816-D41F-4991-9FDE-80A9B80AE957/current"
"23B6165E-9D97-FCF4-E050-A8C0620577FA","802500","2015-10-16","EC1Y 0ST","F","N","L","FLAT 24","HATFIELD HOUSE","GOLDEN LANE ESTATE","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/23B6165E-9D97-FCF4-E050-A8C0620577FA/current"
"4DC8295F-A65B-4BC1-8BF4-305D41142840","282500","2004-05-19","EC1Y 0ST","F","N","L","FLAT 25","HATFIELD HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/4DC8295F-A65B-4BC1-8BF4-305D41142840/current"
"C6FD2FD8-1A2B-4CD1-A1A4-7FD9C236C87A","445500","2011-09-27","EC1Y 0ST","F","N","L","FLAT 26","HATFIELD HOUSE","GOLDEN LANE ESTATE","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/C6FD2FD8-1A2B-4CD1-A1A4-7FD9C236C87A/current"
"BD0E4844-AA34-4708-B73F-CC64CD61B03D","250000","2002-08-23","EC1Y 0ST","F","N","L","FLAT 26","HATFIELD HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/BD0E4844-AA34-4708-B73F-CC64CD61B03D/current"
"4E5D4322-8C7A-4581-92F4-6F57597AF76C","63000","1996-08-16","EC1Y 0ST","F","N","L","FLAT 26","HATFIELD HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/4E5D4322-8C7A-4581-92F4-6F57597AF76C/current"
"B428E74D-2F44-4C25-ACC8-310A2F256F2D","690000","2015-09-18","EC1Y 0ST","F","N","L","FLAT 28","HATFIELD HOUSE","GOLDEN LANE ESTATE","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/B428E74D-2F44-4C25-ACC8-310A2F256F2D/current"
"4DD40A58-3763-46DF-A28B-87378C754376","113000","1998-05-08","EC1Y 0ST","F","N","L","FLAT 28","HATFIELD HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/4DD40A58-3763-46DF-A28B-87378C754376/current"
"FA8659EE-B66C-4B59-B23D-0571520DE4C2","270000","2004-06-17","EC1Y 0ST","F","N","L","FLAT 30","HATFIELD HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/FA8659EE-B66C-4B59-B23D-0571520DE4C2/current"
"5B216DBF-2B47-4A34-B927-8799391238F9","190000","2001-01-19","EC1Y 0ST","F","N","L","FLAT 31","HATFIELD HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/5B216DBF-2B47-4A34-B927-8799391238F9/current"
"2A289E9C-E8C4-CDC8-E050-A8C063054829","45920","1997-11-17","EC1Y 0ST","F","Y","L","FLAT 31","HATFIELD HOUSE","GOLDEN LANE ESTATE","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/2A289E9C-E8C4-CDC8-E050-A8C063054829/current"
"3E0846F8-BA77-4966-8BE8-E712113F450B","57000","1996-10-24","EC1Y 0ST","F","N","L","FLAT 7","HATFIELD HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/3E0846F8-BA77-4966-8BE8-E712113F450B/current"
"55BDCAE6-40A0-521D-E053-6B04A8C0DD7A","695000","2017-06-30","EC1Y 0SU","F","N","L","FLAT 41","HATFIELD HOUSE","GOLDEN LANE ESTATE","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/55BDCAE6-40A0-521D-E053-6B04A8C0DD7A/current"
"4C4EE000-4FC7-1854-E050-A8C063054F34","695000","2017-02-24","EC1Y 0SU","F","N","L","FLAT 41","HATFIELD HOUSE","GOLDEN LANE ESTATE","","LONDON","CITY OF LONDON","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/4C4EE000-4FC7-1854-E050-A8C063054F34/current"
"369DFB15-FEA3-3A19-E050-A8C0620518C6","695000","2016-06-02","EC1Y 0SU","F","N","L","FLAT 42","HATFIELD HOUSE","GOLDEN LANE ESTATE","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/369DFB15-FEA3-3A19-E050-A8C0620518C6/current"
"152AB734-01EA-E651-E063-4704A8C061D9","800000","2023-12-13","EC1Y 0SU","F","N","L","FLAT 43","HATFIELD HOUSE","GOLDEN LANE ESTATE","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/152AB734-01EA-E651-E063-4704A8C061D9/current"
"FC7EC9E6-9EF2-4581-8037-205C76B2C8E0","285000","2001-10-26","EC1Y 0SU","F","N","L","FLAT 43","HATFIELD HOUSE","GOLDEN LANE ESTATE","LONDON","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/FC7EC9E6-9EF2-4581-8037-205C76B2C8E0/current"
"E9AB3286-EDFE-4418-922E-D20E81EDF65E","650000","2014-02-03","EC1Y 0SU","F","N","L","FLAT 45","HATFIELD HOUSE","GOLDEN LANE ESTATE","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/E9AB3286-EDFE-4418-922E-D20E81EDF65E/current"
