date,barbican,golden_lane,city_of_london_flats,london_flats,england_flats
1996-05-31,54000,,,,
1995-06-19,53000,,,,
2020-03-25,485000,,,,
2001-10-29,169000,,,,
1995-10-12,64000,,,,
2016-06-03,1850000,,,,
2008-12-18,250000,,,,
2015-07-10,842000,,,,
2006-04-28,395000,,,,
2001-10-29,260000,,,,
2024-06-28,865000,,,,
2002-09-05,368000,,,,
1995-07-05,107000,,,,
2002-11-08,320000,,,,
2003-09-25,282000,,,,
1998-12-11,165000,,,,
2012-07-17,941000,,,,
2009-08-28,735000,,,,
2022-07-07,850000,,,,
2006-07-03,499950,,,,
2003-10-14,346000,,,,
1996-09-13,105000,,,,
1999-10-13,172500,,,,
2004-11-19,380000,,,,
2011-09-01,720000,,,,
2005-04-21,480000,,,,
1997-06-24,135000,,,,
2018-09-14,695000,,,,
1999-05-19,320000,,,,
2010-12-10,467500,,,,
1999-06-28,130000,,,,
2023-05-25,1768885,,,,
2019-12-20,1700000,,,,
2022-05-31,535000,,,,
2021-06-01,525000,,,,
2000-08-18,140000,,,,
1998-12-11,103000,,,,
1999-12-13,190000,,,,
2011-07-15,446500,,,,
1996-05-24,65000,,,,
2004-04-29,310000,,,,
1999-08-26,165000,,,,
1997-05-06,120000,,,,
1995-02-16,99500,,,,
2006-01-12,610000,,,,
1999-11-05,230000,,,,
1995-05-10,105000,,,,
2002-09-20,285000,,,,
2000-06-12,200000,,,,
2018-07-13,1803000,,,,
2009-10-30,835000,,,,
2015-09-15,425000,,,,
2001-12-11,260100,,,,
2013-10-31,950000,,,,
2016-11-18,550000,,,,
2022-01-31,740000,,,,
2016-07-21,1520000,,,,
2015-03-12,1085000,,,,
2007-11-01,590000,,,,
2006-09-28,380000,,,,
1996-05-31,81000,,,,
2022-11-14,775000,,,,
2013-03-14,572500,,,,
1996-08-20,135000,,,,
1997-06-20,117500,,,,
1998-01-09,140000,,,,
2018-04-27,500000,,,,
2006-05-19,570000,,,,
1998-12-11,232500,,,,
2002-10-02,285000,,,,
2005-04-01,330000,,,,
2022-07-20,835000,,,,
2012-04-27,535516,,,,
2021-11-26,790000,,,,
2014-03-05,800000,,,,
2005-07-21,320000,,,,
2001-05-15,240000,,,,
2003-04-28,249500,,,,
2006-03-16,300000,,,,
2003-11-21,247500,,,,
2001-08-16,225000,,,,
2015-06-19,885000,,,,
2016-07-25,775000,,,,
1997-12-22,125000,,,,
2003-04-01,250000,,,,
2001-10-23,230000,,,,
1996-04-04,84500,,,,
2020-11-26,1600000,,,,
2006-03-31,640000,,,,
2002-12-19,555000,,,,
1999-08-11,340000,,,,
2017-07-24,1510000,,,,
1998-08-26,270000,,,,
1996-06-18,177500,,,,
2024-05-30,865000,,,,
2012-02-24,981500,,,,
1999-01-06,243600,,,,
1997-07-02,79500,,,,
2020-05-29,975000,,,,
2016-06-03,965000,,,,
2001-11-16,293000,,,,
1998-06-26,165000,,,,
2010-02-26,250000,,,,
2005-08-18,179000,,,,
2003-06-06,160000,,,,
1997-03-12,58000,,,,
2012-06-15,525000,,,,
2014-07-23,762260,,,,
2005-11-25,320000,,,,
2002-08-30,250000,,,,
2001-08-30,170000,,,,
1999-12-17,417000,,,,
2022-03-03,900000,,,,
2001-02-18,180000,,,,
2003-07-23,331000,,,,
2012-06-29,800000,,,,
1998-02-06,122500,,,,
2021-01-29,910000,,,,
2017-09-04,865000,,,,
2021-11-11,925000,,,,
1999-04-30,91000,,,,
2000-03-31,455000,,,,
2006-08-04,247500,,,,
1999-10-08,125000,,,,
2002-04-08,313000,,,,
1998-01-23,150000,,,,
1997-06-23,130000,,,,
2009-05-06,265000,,,,
2011-01-26,391000,,,,
2003-06-12,249950,,,,
2000-12-22,400000,,,,
2013-05-01,325000,,,,
2008-11-14,555000,,,,
2005-04-25,349500,,,,
2001-06-22,260000,,,,
1999-08-16,186100,,,,
1998-03-20,136000,,,,
2011-05-27,330000,,,,
2003-02-19,437000,,,,
2000-10-06,330000,,,,
2008-08-28,545000,,,,
1998-10-28,175000,,,,
1995-01-13,115000,,,,
2007-09-28,310000,,,,
2024-10-28,430000,,,,
1996-09-30,59800,,,,
2021-06-04,795000,,,,
2012-04-24,540000,,,,
1997-11-03,255000,,,,
2006-03-31,235000,,,,
1999-01-08,92000,,,,
2001-04-26,230000,,,,
2008-05-22,310000,,,,
2018-04-19,900000,,,,
1998-06-22,159000,,,,
1995-01-30,112000,,,,
1999-12-09,290000,,,,
1999-05-11,220000,,,,
1999-12-09,150000,,,,
2005-01-27,230000,,,,
2014-01-24,375000,,,,
2006-11-24,799800,,,,
2001-12-19,521000,,,,
1997-10-15,247000,,,,
1999-11-01,189000,,,,
2015-04-27,680000,,,,
1997-01-03,91500,,,,
2019-05-30,1430000,,,,
2017-07-31,835000,,,,
2011-11-14,545000,,,,
2007-08-23,425000,,,,
1996-04-09,88000,,,,
2008-04-30,840000,,,,
2006-03-17,390000,,,,
2004-05-27,295000,,,,
1998-01-21,162000,,,,
2017-02-17,960000,,,,
2000-09-22,305000,,,,
2004-05-27,500000,,,,
2017-07-31,1050000,,,,
2006-03-16,445000,,,,
2002-11-08,360000,,,,
2023-06-30,875000,,,,
1999-06-21,86000,,,,
2020-11-30,645000,,,,
2011-04-28,485000,,,,
1998-05-22,135000,,,,
2022-11-04,1005000,,,,
2017-06-08,895000,,,,
1996-12-13,108000,,,,
2006-04-24,615000,,,,
2001-09-27,420000,,,,
1999-07-13,255000,,,,
2023-08-25,950000,,,,
2011-08-05,525000,,,,
2023-02-17,1625000,,,,
2003-11-28,250000,,,,
1996-01-26,93200,,,,
2005-11-17,615000,,,,
2000-04-13,272000,,,,
2011-09-30,920000,,,,
1997-12-22,155000,,,,
2001-08-24,185000,,,,
2000-06-19,130000,,,,
2022-02-28,945000,,,,
2021-06-07,845000,,,,
2016-08-31,831400,,,,
2010-12-17,499000,,,,
1997-03-03,97500,,,,
1998-07-01,148000,,,,
2003-11-14,300000,,,,
1996-12-11,112500,,,,
1996-11-15,65000,,,,
2004-07-02,308000,,,,
1999-04-01,138000,,,,
2013-09-12,1495000,,,,
2005-03-22,580000,,,,
1998-08-12,265000,,,,
2020-07-28,800000,,,,
2015-04-17,779995,,,,
2007-10-26,544000,,,,
2007-03-01,442021,,,,
2001-11-21,250000,,,,
1998-01-29,137000,,,,
1999-09-28,260000,,,,
1996-05-03,138000,,,,
2004-03-17,621000,,,,
2018-12-20,965000,,,,
2006-10-31,215000,,,,
2001-04-30,140000,,,,
2020-08-11,817000,,,,
1996-11-13,107500,,,,
2007-07-17,495000,,,,
2001-07-12,205000,,,,
2017-07-28,765000,,,,
2013-07-12,542000,,,,
2005-03-31,360000,,,,
2013-03-07,735000,,,,
2009-01-19,499500,,,,
2005-06-20,345000,,,,
2023-05-18,1500000,,,,
2019-09-20,550000,,,,
2015-02-13,500000,,,,
2006-02-13,220000,,,,
1999-12-15,120000,,,,
2021-06-25,455000,,,,
2010-12-17,312000,,,,
2008-10-31,305000,,,,
2000-12-20,135000,,,,
1997-07-25,80500,,,,
2004-10-26,212000,,,,
1997-12-12,90000,,,,
2005-08-01,345000,,,,
2003-09-12,255000,,,,
2003-12-18,365000,,,,
2021-06-28,780000,,,,
1998-08-05,160000,,,,
1998-04-07,159000,,,,
1997-01-24,118000,,,,
2017-07-14,1010000,,,,
2009-08-28,455000,,,,
1999-05-24,300000,,,,
1995-12-20,150000,,,,
2019-11-21,745000,,,,
1998-03-02,72500,,,,
1998-08-14,190000,,,,
1996-01-19,130000,,,,
2017-01-09,1725000,,,,
1996-10-31,185000,,,,
2018-07-12,755000,,,,
2004-08-23,325000,,,,
2007-09-07,690000,,,,
2006-04-18,485000,,,,
1996-12-16,115000,,,,
2006-08-01,1800000,,,,
2001-04-24,1500000,,,,
1998-10-23,720000,,,,
1995-07-31,450000,,,,
2008-10-10,405000,,,,
2002-05-02,237500,,,,
1997-02-07,103000,,,,
2002-03-15,270000,,,,
2007-05-04,482500,,,,
2003-06-26,297000,,,,
1997-03-12,125000,,,,
2024-05-13,980000,,,,
2012-09-28,650000,,,,
2016-11-15,515000,,,,
2005-04-29,240000,,,,
1998-05-01,103000,,,,
2010-10-01,530000,,,,
2000-10-02,250000,,,,
2012-04-19,635000,,,,
2015-07-31,840000,,,,
2002-01-31,250000,,,,
2019-09-19,900000,,,,
2001-08-31,289250,,,,
2002-01-15,246500,,,,
2009-10-02,560000,,,,
2005-10-13,347000,,,,
2019-07-11,1000000,,,,
2007-06-20,540000,,,,
1995-02-17,110000,,,,
2014-05-09,665000,,,,
2002-01-10,134000,,,,
1998-07-24,85000,,,,
2013-04-11,361500,,,,
2024-08-05,788000,,,,
2011-10-06,535000,,,,
2001-01-19,133000,,,,
1999-09-15,99500,,,,
2001-10-04,181750,,,,
1996-01-10,60000,,,,
2005-08-31,235000,,,,
1999-10-08,125000,,,,
1995-08-11,44517,,,,
2024-11-01,950000,,,,
2004-03-31,625000,,,,
2017-08-30,950000,,,,
2013-06-14,575000,,,,
2010-06-11,430000,,,,
2003-08-20,240000,,,,
1999-06-30,130000,,,,
1998-01-30,125000,,,,
2013-10-18,1250000,,,,
2009-10-02,300000,,,,
2004-07-30,207000,,,,
1998-05-15,88500,,,,
2011-10-07,494000,,,,
2002-12-20,265000,,,,
2019-12-11,515000,,,,
2014-11-12,480000,,,,
2019-09-27,465000,,,,
1997-07-25,154000,,,,
2005-07-04,315000,,,,
2022-10-21,1610000,,,,
2017-03-30,1335000,,,,
1996-03-27,121500,,,,
2012-09-18,999999,,,,
1997-03-19,195000,,,,
2024-08-30,742500,,,,
2020-10-23,635000,,,,
2022-03-18,670000,,,,
2016-11-22,710000,,,,
2006-07-05,302500,,,,
2001-10-31,249995,,,,
1996-11-01,77000,,,,
2022-10-20,1222500,,,,
2003-02-14,285000,,,,
2005-04-29,340000,,,,
2020-03-03,1300000,,,,
1996-12-02,230000,,,,
2022-05-06,1550000,,,,
1996-08-01,185000,,,,
2016-10-24,734000,,,,
2013-04-08,520000,,,,
2005-03-23,290000,,,,
1998-03-30,116500,,,,
2016-08-31,855000,,,,
2003-08-19,290000,,,,
2018-04-06,730000,,,,
2017-11-30,3350000,,,,
2007-08-14,1775000,,,,
1998-12-23,200000,,,,
1995-03-31,155000,,,,
2013-10-18,425570,,,,
2003-09-26,189000,,,,
2009-07-28,805000,,,,
2002-02-15,470000,,,,
2001-09-05,415000,,,,
1996-12-19,140000,,,,
2016-09-05,790000,,,,
2003-03-28,275000,,,,
2001-05-21,236000,,,,
2001-05-21,236000,,,,
2019-04-05,675000,,,,
2022-03-25,535000,,,,
2013-02-14,385000,,,,
2006-10-06,240000,,,,
2014-12-02,1800000,,,,
2005-08-11,620000,,,,
2012-05-02,425000,,,,
1998-02-13,129000,,,,
2006-05-04,325000,,,,
2018-12-14,875000,,,,
2006-11-20,315000,,,,
2003-12-19,250000,,,,
1999-11-05,185000,,,,
2024-02-16,2300000,,,,
2024-04-12,980000,,,,
2003-02-14,1150000,,,,
2024-05-30,517500,,,,
2010-10-08,340000,,,,
2005-06-30,215000,,,,
2003-09-30,184000,,,,
2015-04-22,799999,,,,
2016-03-30,949950,,,,
2005-07-08,360000,,,,
2003-08-14,288000,,,,
1999-08-06,177000,,,,
1997-10-10,210000,,,,
2020-03-12,500000,,,,
2006-08-03,405000,,,,
2003-09-19,290000,,,,
2000-12-15,141000,,,,
2007-12-10,575000,,,,
2002-03-06,250000,,,,
2017-01-06,825000,,,,
2011-07-25,550000,,,,
2013-07-17,935000,,,,
2006-10-11,585000,,,,
2011-12-16,550000,,,,
2004-09-20,347500,,,,
1997-08-01,125000,,,,
2007-12-13,560000,,,,
2002-08-23,275000,,,,
1999-05-28,138000,,,,
2011-08-04,440000,,,,
1999-11-26,185000,,,,
1997-04-04,97500,,,,
2002-05-24,313000,,,,
2000-05-26,229500,,,,
1999-08-27,202000,,,,
2005-02-04,295000,,,,
2004-06-04,269950,,,,
2001-04-06,150000,,,,
2014-06-10,1750000,,,,
2003-12-23,541000,,,,
2007-03-09,305000,,,,
1997-12-05,100000,,,,
2004-03-26,250000,,,,
1999-08-27,163000,,,,
2018-04-12,825000,,,,
2001-03-16,138000,,,,
2024-05-23,718000,,,,
2012-10-02,561000,,,,
2006-07-07,690000,,,,
2001-08-17,555000,,,,
2001-04-06,221500,,,,
1999-02-03,125000,,,,
2019-03-27,815000,,,,
2005-01-28,320000,,,,
2022-04-06,670000,,,,
1996-05-24,104000,,,,
2016-10-31,810000,,,,
1997-09-30,134500,,,,
2007-09-25,585000,,,,
2022-11-07,950000,,,,
2014-01-17,725000,,,,
1995-11-27,104671,,,,
2021-11-10,690000,,,,
2005-09-02,325000,,,,
1997-09-29,128000,,,,
2000-06-30,460000,,,,
1995-01-31,193500,,,,
2015-02-26,705000,,,,
2021-11-26,830000,,,,
2010-03-31,450000,,,,
2024-02-07,974000,,,,
2001-04-03,248000,,,,
1999-08-20,190000,,,,
2015-02-26,1876000,,,,
2019-02-11,725000,,,,
2019-08-30,717500,,,,
2005-12-20,249950,,,,
2004-02-05,203000,,,,
1999-06-24,110000,,,,
2004-12-09,205000,,,,
2002-04-26,185000,,,,
2019-01-31,835000,,,,
2001-05-04,235000,,,,
1997-02-28,112000,,,,
2004-05-28,268000,,,,
1998-08-26,139500,,,,
2015-01-23,805000,,,,
1996-12-23,180000,,,,
2006-10-12,382000,,,,
2007-01-25,745000,,,,
1997-01-24,164000,,,,
2003-02-14,250000,,,,
2021-02-26,800000,,,,
1999-09-23,165000,,,,
2003-12-05,246000,,,,
2011-06-30,250000,,,,
2003-01-08,178000,,,,
2014-05-09,465000,,,,
2010-05-17,325000,,,,
2001-11-12,340000,,,,
1999-07-12,185000,,,,
1997-03-20,115000,,,,
2013-09-10,830000,,,,
2017-02-07,830000,,,,
2011-06-17,500000,,,,
2004-08-09,310000,,,,
2012-01-30,367000,,,,
2001-08-31,168000,,,,
1998-03-27,169000,,,,
2001-07-16,280000,,,,
2019-04-04,930750,,,,
2006-09-11,445200,,,,
2002-07-19,290000,,,,
2001-10-09,237000,,,,
1996-04-04,188000,,,,
2009-11-11,558000,,,,
2005-08-31,350000,,,,
1999-08-31,190000,,,,
1997-02-17,133000,,,,
2010-04-16,580000,,,,
2004-07-26,291000,,,,
1999-03-11,185000,,,,
2003-05-28,280000,,,,
2016-01-15,830000,,,,
1998-10-05,160000,,,,
1995-01-06,96000,,,,
2005-12-19,370000,,,,
2002-07-05,300000,,,,
2001-07-25,250000,,,,
1997-12-19,160000,,,,
2004-07-05,179655,,,,
1995-03-31,63000,,,,
2023-08-16,665000,,,,
2009-10-09,442500,,,,
2001-12-14,250000,,,,
2002-12-20,195000,,,,
2000-08-11,130000,,,,
1999-03-15,86500,,,,
2002-01-16,330000,,,,
1996-12-13,116000,,,,
2017-01-20,1180000,,,,
2007-02-28,575000,,,,
1998-10-16,178000,,,,
1998-04-02,120000,,,,
2022-12-09,675000,,,,
2009-12-10,520000,,,,
2003-10-31,297000,,,,
2001-05-04,230000,,,,
2017-04-28,1700000,,,,
2003-05-01,450000,,,,
1995-06-30,175000,,,,
2023-07-04,895000,,,,
2016-11-25,895000,,,,
2007-05-25,556000,,,,
2017-07-18,2100000,,,,
2010-12-14,980000,,,,
2001-11-16,550000,,,,
1996-12-06,230000,,,,
1999-05-17,160000,,,,
1997-02-28,108000,,,,
2018-10-23,500000,,,,
2007-01-19,220000,,,,
2005-05-03,175000,,,,
2003-10-31,157500,,,,
2002-05-30,155000,,,,
2016-10-20,1830000,,,,
2015-05-11,402500,,,,
1999-06-24,187500,,,,
1996-10-30,115000,,,,
2015-06-25,966000,,,,
2002-12-20,305000,,,,
2023-02-10,770000,,,,
2010-12-09,499950,,,,
2004-06-25,340000,,,,
2000-03-03,190000,,,,
2005-04-01,315000,,,,
2003-12-05,295000,,,,
2017-11-14,548000,,,,
2005-12-02,525000,,,,
2003-12-09,485000,,,,
2024-08-02,2000000,,,,
1999-04-15,360000,,,,
2007-05-25,490000,,,,
1996-07-19,61600,,,,
2013-02-28,498500,,,,
2007-10-31,480000,,,,
2014-08-28,850000,,,,
2009-10-01,491000,,,,
1999-10-18,180000,,,,
2011-06-20,350000,,,,
2020-01-13,1150000,,,,
2014-03-28,965000,,,,
2001-04-19,285000,,,,
2018-01-26,920000,,,,
2005-06-30,330000,,,,
2007-04-27,875000,,,,
2017-09-25,740000,,,,
2009-03-05,350000,,,,
2005-05-12,282087,,,,
1996-10-09,93850,,,,
2005-12-16,390000,,,,
2004-05-21,365000,,,,
2013-02-14,840000,,,,
2006-04-21,495000,,,,
2003-10-22,375000,,,,
1999-09-01,215000,,,,
2006-08-09,705000,,,,
2000-03-31,439000,,,,
1998-09-17,325000,,,,
1995-11-08,202500,,,,
2021-06-14,835000,,,,
2013-05-23,715002,,,,
2021-04-01,1250000,,,,
2016-04-20,975000,,,,
2005-08-17,415000,,,,
2002-11-18,327950,,,,
2000-04-14,157000,,,,
2023-01-26,770000,,,,
1995-12-05,95000,,,,
2022-07-15,750000,,,,
2023-03-24,775000,,,,
2008-08-11,494000,,,,
1999-06-04,149000,,,,
2005-03-21,570000,,,,
2017-04-11,1075000,,,,
2011-11-04,635000,,,,
2005-09-30,380000,,,,
2020-10-19,870000,,,,
2013-07-30,809995,,,,
2001-12-13,265000,,,,
1995-01-23,90550,,,,
2013-04-12,567000,,,,
2014-05-09,999995,,,,
2004-05-07,380000,,,,
1999-03-08,186000,,,,
1996-09-10,110000,,,,
2013-08-28,821000,,,,
2005-10-07,365000,,,,
1997-03-21,120000,,,,
2005-01-07,204000,,,,
2002-09-06,190000,,,,
2000-12-15,131000,,,,
1999-04-30,89000,,,,
2017-07-28,865000,,,,
2014-06-24,948250,,,,
2022-05-27,677500,,,,
2021-03-16,1125000,,,,
1997-11-21,135000,,,,
1996-09-25,135000,,,,
2010-07-14,650000,,,,
2001-10-04,317500,,,,
1996-04-22,100000,,,,
2000-06-30,134000,,,,
1997-03-07,100000,,,,
2000-05-23,196000,,,,
2021-09-13,805000,,,,
2000-07-04,187000,,,,
2011-12-16,273000,,,,
2007-11-23,245000,,,,
2017-07-10,775000,,,,
2011-07-01,408000,,,,
2001-03-07,230000,,,,
2009-07-14,460000,,,,
2021-06-18,1480000,,,,
2018-10-16,1925000,,,,
1997-11-03,96500,,,,
2001-04-06,354000,,,,
2003-07-14,470000,,,,
1999-12-24,188000,,,,
2011-10-06,320000,,,,
1999-04-16,80000,,,,
2010-07-23,499999,,,,
1998-08-23,155000,,,,
2009-12-16,545000,,,,
2000-04-20,238000,,,,
2005-06-10,365000,,,,
2001-09-13,265000,,,,
1999-09-01,161050,,,,
2015-04-08,880000,,,,
2006-07-28,344750,,,,
2023-02-22,890000,,,,
2013-02-01,645000,,,,
2006-07-17,389000,,,,
1997-06-23,152500,,,,
2018-02-08,515000,,,,
2013-07-30,450000,,,,
1996-09-25,59750,,,,
2023-07-07,550000,,,,
2014-08-29,960000,,,,
2011-10-19,600000,,,,
1999-07-16,187000,,,,
2017-03-30,1850000,,,,
2002-07-05,570000,,,,
2002-06-24,230000,,,,
2010-06-18,247500,,,,
2009-06-02,295000,,,,
2007-03-30,295500,,,,
2003-12-22,199000,,,,
2001-02-09,128000,,,,
2017-01-18,520000,,,,
2015-07-30,420000,,,,
2010-08-25,250000,,,,
1995-10-24,131000,,,,
2003-03-28,308000,,,,
2003-03-28,305000,,,,
2010-08-02,330000,,,,
2003-08-01,195000,,,,
2001-03-16,160000,,,,
1999-05-20,107800,,,,
2018-11-21,517500,,,,
2014-03-25,451000,,,,
1999-03-26,152500,,,,
2007-03-02,305000,,,,
1996-10-11,70000,,,,
2003-11-12,460000,,,,
1997-10-03,205000,,,,
2020-11-10,705000,,,,
2009-10-07,492500,,,,
2002-11-12,275000,,,,
2011-08-22,558000,,,,
2008-09-25,500000,,,,
2001-12-17,265000,,,,
2004-10-15,174000,,,,
2002-03-28,132500,,,,
1998-08-25,77500,,,,
1996-06-28,55000,,,,
2007-10-26,385000,,,,
2002-03-15,168000,,,,
1996-07-31,93000,,,,
2000-11-10,467500,,,,
2010-06-15,499999,,,,
1995-11-09,95000,,,,
2022-07-08,810000,,,,
2018-10-18,800000,,,,
2006-01-06,355000,,,,
2003-06-13,250000,,,,
1996-03-22,99500,,,,
2009-09-30,440000,,,,
2019-06-26,875000,,,,
2016-06-27,845000,,,,
2012-07-19,495000,,,,
2005-04-21,312500,,,,
2001-06-22,232500,,,,
1997-01-17,107000,,,,
2021-05-27,525000,,,,
2004-02-20,250000,,,,
2021-06-28,815000,,,,
2012-03-27,595000,,,,
2002-10-18,285000,,,,
2017-09-27,2000000,,,,
2019-08-08,1800000,,,,
2004-09-17,576000,,,,
2024-11-11,700000,,,,
2003-12-18,249000,,,,
2000-12-12,208000,,,,
2016-08-04,815000,,,,
2012-11-05,509000,,,,
1996-07-26,93000,,,,
2018-06-29,410000,,,,
2015-12-09,1400000,,,,
2000-04-10,395000,,,,
1998-05-08,240000,,,,
2004-03-15,332500,,,,
2014-02-21,815000,,,,
1999-09-01,195000,,,,
1997-01-17,118000,,,,
1998-04-22,175000,,,,
1995-09-25,113000,,,,
2001-01-11,138000,,,,
2014-02-14,365000,,,,
2012-07-10,310000,,,,
2000-07-28,115000,,,,
2002-05-01,235000,,,,
2001-07-04,205000,,,,
2000-11-24,199950,,,,
2011-08-05,610100,,,,
1998-10-02,178500,,,,
2019-08-30,1745000,,,,
2004-10-01,580000,,,,
1996-11-21,194000,,,,
2020-08-04,530000,,,,
1996-10-10,70000,,,,
1996-11-29,165000,,,,
1995-12-22,139500,,,,
2009-12-10,467500,,,,
2018-10-26,530000,,,,
1999-05-21,110000,,,,
1996-08-01,70000,,,,
2013-11-15,355000,,,,
2011-09-05,285000,,,,
2009-12-15,227500,,,,
1997-07-11,146000,,,,
2020-03-06,825000,,,,
1997-04-17,135000,,,,
2007-02-16,495000,,,,
2004-03-22,275000,,,,
2015-10-07,420000,,,,
1997-03-27,130000,,,,
2021-06-18,782500,,,,
2005-07-08,335000,,,,
2013-08-29,715000,,,,
2006-09-15,425000,,,,
2004-08-25,350000,,,,
2002-12-11,310000,,,,
1999-04-06,172000,,,,
2014-04-17,382000,,,,
2023-03-10,1000000,,,,
2022-07-18,1495000,,,,
2004-07-27,555000,,,,
1997-04-23,205000,,,,
2007-10-05,395000,,,,
1995-06-30,135000,,,,
2017-04-03,850000,,,,
1999-01-22,150000,,,,
2013-12-02,1600000,,,,
2023-06-14,3400000,,,,
2007-07-09,1850000,,,,
2004-07-15,1070000,,,,
1996-06-28,420000,,,,
2016-03-24,775000,,,,
2011-04-07,445000,,,,
1999-12-10,177500,,,,
2001-12-20,277000,,,,
2022-09-09,1195000,,,,
2013-07-18,819000,,,,
2011-09-01,721099,,,,
2009-04-22,470000,,,,
2000-05-19,249000,,,,
2010-01-28,635000,,,,
2005-09-09,465000,,,,
1999-08-24,225000,,,,
1996-04-01,115000,,,,
2002-03-18,225000,,,,
2002-09-18,360000,,,,
2013-12-02,970000,,,,
2007-08-21,640000,,,,
1998-11-12,332000,,,,
2023-08-18,550000,,,,
2021-11-30,510000,,,,
2000-02-18,140000,,,,
2024-08-29,710000,,,,
2024-11-18,1265000,,,,
2019-06-14,1110000,,,,
2016-04-11,1175000,,,,
2003-05-30,249950,,,,
2000-06-19,215000,,,,
1998-09-04,125000,,,,
1995-09-22,87750,,,,
2010-09-13,495000,,,,
2020-02-13,840000,,,,
2011-06-21,885000,,,,
1997-03-13,175000,,,,
2023-05-23,1780000,,,,
2009-12-16,780000,,,,
1995-03-03,131000,,,,
1996-10-17,94000,,,,
2013-05-15,750000,,,,
2003-12-12,295000,,,,
2024-03-26,1825000,,,,
2003-05-13,490000,,,,
1999-08-04,317500,,,,
1996-04-19,175000,,,,
2024-01-17,1760000,,,,
2000-03-31,375000,,,,
1997-09-22,146000,,,,
2005-07-28,412000,,,,
2000-07-31,246912,,,,
2023-11-10,865420,,,,
2004-06-24,340000,,,,
2010-09-30,600000,,,,
2008-01-22,945000,,,,
1998-07-16,240000,,,,
2018-11-28,1000000,,,,
2005-10-28,440000,,,,
2005-04-29,346111,,,,
2018-01-26,885000,,,,
2014-12-19,875000,,,,
2001-01-31,210000,,,,
1999-05-13,150000,,,,
1999-07-30,145000,,,,
2023-02-17,975000,,,,
2020-11-13,640000,,,,
1996-09-06,95000,,,,
2022-04-01,519500,,,,
2012-06-29,372000,,,,
2001-08-02,175000,,,,
1995-09-01,147500,,,,
1999-05-28,382500,,,,
2022-09-14,1650000,,,,
2010-09-23,335000,,,,
1995-08-24,67500,,,,
2020-09-18,867500,,,,
2007-03-30,316000,,,,
1999-12-09,118880,,,,
2019-02-07,782500,,,,
2016-02-29,750000,,,,
1996-08-01,99000,,,,
1995-08-04,85000,,,,
2018-12-12,530000,,,,
1996-01-19,105000,,,,
2020-02-28,1720000,,,,
2004-04-19,,275000,,,
1999-09-28,,147000,,,
2015-03-02,,360000,,,
2010-08-09,,210000,,,
2011-10-07,,437000,,,
2016-06-02,,695000,,,
2016-04-14,,435269,,,
2002-10-02,,185000,,,
2006-03-17,,205000,,,
2018-06-01,,360000,,,
2015-02-06,,317792,,,
1996-10-24,,57000,,,
2004-01-22,,182500,,,
2002-02-07,,158000,,,
2015-04-16,,360000,,,
2000-01-14,,158000,,,
2006-01-13,,210000,,,
2007-04-16,,240000,,,
2006-10-31,,155000,,,
1996-05-08,,47000,,,
2017-06-30,,695000,,,
2017-02-24,,695000,,,
2007-10-15,,465000,,,
2020-10-30,,663000,,,
2014-03-10,,360000,,,
2018-08-29,,810000,,,
2007-07-17,,488000,,,
2003-12-19,,310000,,,
2012-11-16,,495000,,,
2008-02-04,,485000,,,
2005-01-31,,268000,,,
2017-03-28,,490000,,,
2016-03-31,,680000,,,
2007-08-16,,287500,,,
2002-11-25,,185000,,,
1997-10-17,,60000,,,
2023-04-21,,650000,,,
2013-12-19,,640000,,,
2014-04-16,,415000,,,
2011-12-19,,243500,,,
2002-01-25,,160000,,,
2021-03-26,,616000,,,
2022-02-24,,325000,,,
2005-03-23,,290000,,,
2005-01-06,,180000,,,
2002-11-11,,215000,,,
2005-12-07,,237500,,,
2010-03-09,,425000,,,
2003-09-19,,249999,,,
2000-03-20,,62000,,,
1998-08-28,,63000,,,
2003-12-19,,298000,,,
1999-01-29,,156000,,,
1998-08-19,,115000,,,
2010-09-03,,315000,,,
2005-12-02,,345000,,,
2004-10-08,,272500,,,
2013-08-01,,390000,,,
1996-11-29,,45000,,,
2010-06-15,,250000,,,
2014-02-21,,317500,,,
2004-07-15,,165000,,,
2001-04-27,,112500,,,
2005-08-26,,290000,,,
2001-10-15,,235000,,,
1998-02-26,,68000,,,
2007-06-18,,305000,,,
2004-10-20,,185000,,,
2004-06-18,,165000,,,
1996-04-01,,30360,,,
2005-07-04,,192000,,,
2008-09-25,,450000,,,
1998-11-04,,127500,,,
2006-06-08,,235000,,,
2000-09-20,,191000,,,
2013-11-29,,692000,,,
2003-09-26,,206500,,,
2022-02-16,,715000,,,
2008-10-30,,430000,,,
1997-11-07,,110000,,,
1999-10-29,,72000,,,
2001-10-15,,130000,,,
1999-03-01,,85000,,,
2008-05-06,,306250,,,
2006-10-04,,218000,,,
1997-08-22,,90000,,,
2007-02-09,,220000,,,
2003-11-13,,172500,,,
2011-07-21,,250000,,,
2023-07-07,,425000,,,
2009-12-07,,280000,,,
2011-02-21,,425000,,,
2018-07-16,,456545,,,
2004-11-17,,225000,,,
2022-04-08,,660000,,,
2019-08-14,,507500,,,
2012-08-14,,400000,,,
1999-10-01,,127000,,,
2006-08-22,,360000,,,
2003-11-05,,237000,,,
2015-09-04,,432000,,,
2021-06-11,,335000,,,
2012-02-24,,315000,,,
2007-02-09,,260000,,,
