"Name","URI","Region GSS code","Period","Sales volume","Reporting period","House price index All property types","Average price All property types","Percentage change (monthly) All property types","Percentage change (yearly) All property types","House price index Detached houses","Average price Detached houses","Percentage change (monthly) Detached houses","Percentage change (yearly) Detached houses","House price index Semi-detached houses","Average price Semi-detached houses","Percentage change (monthly) Semi-detached houses","Percentage change (yearly) Semi-detached houses","House price index Terraced houses","Average price Terraced houses","Percentage change (monthly) Terraced houses","Percentage change (yearly) Terraced houses","House price index Flats and maisonettes","Average price Flats and maisonettes","Percentage change (monthly) Flats and maisonettes","Percentage change (yearly) Flats and maisonettes","Pivotable date"
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2015-06,81857,monthly,103.46,209874,0.77,6.02,102.96,314484,0.78,6.25,103.68,194747,0.83,5.77,104.2,171013,1.34,6.03,102.63,195288,-0.19,6.01,2015-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2015-07,89783,monthly,105.26,213518,1.74,6.32,104.77,320036,1.77,6.21,105.33,197839,1.59,6.24,105.67,173425,1.41,5.82,105.1,200004,2.42,7.25,2015-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2015-08,81957,monthly,106.36,215756,1.05,6.07,106.09,324044,1.25,6.06,106.37,199784,0.98,5.89,106.75,175208,1.03,5.67,106.07,201842,0.92,6.88,2015-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2015-09,80192,monthly,106.65,216350,0.28,6.24,107.04,326952,0.9,6.93,106.19,199460,-0.16,5.89,106.7,175126,-0.05,5.58,106.73,203091,0.62,6.86,2015-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2015-10,88132,monthly,106.81,216676,0.15,6.57,106.86,326398,-0.17,6.65,106.83,200651,0.6,6.47,107.06,175715,0.34,6.49,106.35,202376,-0.35,6.7,2015-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2015-11,78861,monthly,107.71,218500,0.84,7.79,107.7,328957,0.78,7.73,107.66,202221,0.78,7.44,107.79,176903,0.68,7.63,107.68,204910,1.25,8.55,2015-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2015-12,80366,monthly,108.25,219582,0.5,7.98,108.37,331013,0.63,8.3,108.09,203031,0.4,7.84,108.3,177739,0.47,7.75,108.22,205939,0.5,8.15,2015-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2016-01,59992,monthly,108.63,220361,0.35,8.63,108.15,330358,-0.2,8.15,108.82,204390,0.67,8.82,108.42,177948,0.12,8.42,109.28,207941,0.97,9.28,2016-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2016-02,65124,monthly,108.76,220627,0.12,8.46,108.45,331270,0.28,8.18,108.65,204072,-0.16,8.53,108.83,178610,0.37,8.41,109.19,207771,-0.08,8.76,2016-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2016-03,119302,monthly,109.76,222663,0.92,9.49,109.99,335972,1.42,9.38,108.79,204332,0.13,8.46,109.43,179607,0.56,9.54,111.35,211891,1.98,10.99,2016-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2016-04,52590,monthly,110.32,223784,0.5,8.67,109.38,334113,-0.55,7.65,110.37,207296,1.45,8.8,110.84,181914,1.28,8.92,110.58,210424,-0.69,9.34,2016-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2016-05,60179,monthly,111.59,226370,1.16,8.69,109.78,335334,0.37,7.46,111.28,209006,0.82,8.22,112.19,184130,1.22,9.11,113.33,215654,2.49,10.21,2016-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2016-06,74259,monthly,112.61,228430,0.91,8.84,112.02,342170,2.04,8.8,112.21,210756,0.84,8.22,113.01,185472,0.73,8.46,113.25,215500,-0.07,10.35,2016-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2016-07,77919,monthly,113.81,230868,1.07,8.13,112.7,344250,0.61,7.57,113.58,213331,1.22,7.83,114.46,187859,1.29,8.32,114.47,217820,1.08,8.91,2016-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2016-08,79655,monthly,113.96,231176,0.13,7.15,113.15,345628,0.4,6.66,113.71,213584,0.12,6.91,114.39,187742,-0.06,7.15,114.62,218109,0.13,8.06,2016-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2016-09,76114,monthly,113.8,230848,-0.14,6.7,113.54,346813,0.34,6.07,113.66,213476,-0.05,7.03,113.74,186667,-0.57,6.59,114.41,217713,-0.18,7.2,2016-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2016-10,70825,monthly,113.35,229944,-0.39,6.12,113.35,346217,-0.17,6.07,113.22,212661,-0.38,5.99,112.63,184854,-0.97,5.2,114.68,218226,0.24,7.83,2016-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2016-11,74097,monthly,113.9,231053,0.48,5.75,114.48,349672,1.0,6.3,113.61,213385,0.34,5.52,112.98,185434,0.31,4.82,115.04,218906,0.31,6.83,2016-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2016-12,79605,monthly,114.33,231922,0.38,5.62,114.39,349408,-0.08,5.56,113.87,213878,0.23,5.34,113.86,186867,0.77,5.14,115.62,220018,0.51,6.84,2016-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2017-01,57498,monthly,114.17,231593,-0.14,5.1,114.5,349733,0.09,5.86,113.73,213611,-0.12,4.51,113.33,185996,-0.47,4.52,115.69,220139,0.06,5.87,2017-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2017-02,60662,monthly,114.71,232696,0.48,5.47,114.44,349569,-0.05,5.52,113.72,213593,-0.01,4.67,113.92,186974,0.53,4.68,117.65,223873,1.7,7.75,2017-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2017-03,74386,monthly,114.25,231760,-0.4,4.09,114.61,350079,0.15,4.2,113.69,213544,-0.02,4.51,113.19,185775,-0.64,3.43,116.23,221172,-1.21,4.38,2017-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2017-04,62318,monthly,115.86,235021,1.41,5.02,115.97,354228,1.19,6.02,115.26,216485,1.38,4.43,115.07,188856,1.66,3.82,117.78,224125,1.34,6.51,2017-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2017-05,69176,monthly,116.7,236727,0.73,4.58,115.72,353461,-0.22,5.41,116.55,218918,1.12,4.74,115.78,190021,0.62,3.2,119.51,227417,1.47,5.45,2017-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2017-06,84327,monthly,117.62,238595,0.79,4.45,116.95,357220,1.06,4.4,117.19,220112,0.55,4.44,117.24,192410,1.26,3.74,119.63,227646,0.1,5.64,2017-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2017-07,76993,monthly,119.0,241406,1.18,4.56,118.35,361493,1.2,5.01,118.68,222914,1.27,4.49,118.44,194396,1.03,3.48,121.12,230482,1.25,5.81,2017-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2017-08,82670,monthly,119.61,242628,0.51,4.95,118.87,363088,0.44,5.05,119.18,223857,0.42,4.81,119.61,196312,0.99,4.56,121.1,230443,-0.02,5.65,2017-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2017-09,78082,monthly,119.32,242041,-0.24,4.85,119.57,365228,0.59,5.31,118.99,223502,-0.16,4.7,118.9,195140,-0.6,4.54,120.13,228595,-0.8,5.0,2017-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2017-10,77047,monthly,119.3,242003,-0.02,5.24,119.65,365469,0.07,5.56,119.53,224513,0.45,5.57,118.57,194602,-0.28,5.27,119.7,227770,-0.36,4.37,2017-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2017-11,76788,monthly,118.85,241086,-0.38,4.34,118.86,363065,-0.66,3.83,119.12,223741,-0.34,4.85,118.24,194051,-0.28,4.65,119.41,227222,-0.24,3.8,2017-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2017-12,76522,monthly,119.48,242378,0.54,4.51,119.46,364892,0.5,4.43,119.85,225102,0.61,5.25,119.28,195761,0.88,4.76,119.36,227130,-0.04,3.23,2017-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2018-01,57138,monthly,118.83,241061,-0.54,4.09,119.19,364058,-0.23,4.1,119.14,223772,-0.59,4.76,117.87,193455,-1.18,4.01,119.49,227374,0.11,3.29,2018-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2018-02,58494,monthly,119.29,241989,0.39,3.99,120.07,366752,0.74,4.92,119.39,224239,0.21,4.98,118.6,194649,0.62,4.1,119.32,227060,-0.14,1.42,2018-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2018-03,68184,monthly,118.52,240428,-0.65,3.74,119.15,363951,-0.76,3.96,118.94,223394,-0.38,4.61,118.23,194044,-0.31,4.45,117.71,223988,-1.35,1.27,2018-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2018-04,58939,monthly,119.49,242396,0.82,3.14,119.8,365944,0.55,3.31,120.19,225756,1.06,4.28,119.58,196259,1.14,3.92,118.13,224796,0.36,0.3,2018-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2018-05,67590,monthly,120.01,243445,0.43,2.84,120.48,368006,0.56,4.12,120.73,226764,0.45,3.58,120.06,197039,0.4,3.69,118.49,225472,0.3,-0.86,2018-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2018-06,79056,monthly,120.76,244962,0.62,2.67,120.95,369449,0.39,3.42,121.85,228872,0.93,3.98,120.49,197758,0.36,2.78,119.49,227383,0.85,-0.12,2018-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2018-07,73910,monthly,122.25,247981,1.23,2.72,123.22,376383,1.88,4.12,123.03,231083,0.97,3.66,122.18,200525,1.4,3.15,120.17,228677,0.57,-0.78,2018-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2018-08,84466,monthly,122.56,248620,0.26,2.47,123.28,376560,0.05,3.71,123.51,231992,0.39,3.63,122.75,201469,0.47,2.63,120.2,228736,0.03,-0.74,2018-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2018-09,68839,monthly,122.38,248248,-0.15,2.56,123.62,377614,0.28,3.39,123.5,231961,-0.01,3.79,122.28,200684,-0.39,2.84,119.56,227508,-0.54,-0.48,2018-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2018-10,76864,monthly,122.13,247757,-0.2,2.38,123.28,376569,-0.28,3.04,123.25,231502,-0.2,3.11,121.77,199857,-0.41,2.7,119.81,227981,0.21,0.09,2018-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2018-11,81610,monthly,121.73,246940,-0.33,2.43,123.14,376142,-0.11,3.6,122.97,230973,-0.23,3.23,121.62,199607,-0.13,2.86,118.57,225623,-1.03,-0.7,2018-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2018-12,69841,monthly,121.46,246380,-0.23,1.65,122.18,373190,-0.78,2.27,122.85,230739,-0.1,2.5,121.11,198769,-0.42,1.54,119.25,226923,0.58,-0.09,2018-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2019-01,54134,monthly,120.6,244641,-0.71,1.48,122.62,374559,0.37,2.88,121.93,229019,-0.75,2.34,119.7,196453,-1.17,1.55,117.67,223908,-1.33,-1.52,2019-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2019-02,57330,monthly,120.49,244427,-0.09,1.01,122.21,373299,-0.34,1.79,121.73,228633,-0.17,1.96,119.92,196809,0.18,1.11,117.62,223812,-0.04,-1.43,2019-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2019-03,65206,monthly,119.78,242982,-0.59,1.06,121.03,369683,-0.97,1.57,121.54,228288,-0.15,2.19,119.4,195955,-0.43,0.98,116.43,221555,-1.01,-1.09,2019-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2019-04,60107,monthly,120.61,244662,0.69,0.93,121.5,371113,0.39,1.41,122.13,229399,0.49,1.61,120.85,198335,1.21,1.06,117.14,222913,0.61,-0.84,2019-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2019-05,66812,monthly,120.74,244928,0.11,0.61,121.48,371062,-0.01,0.83,122.56,230200,0.35,1.52,121.3,199088,0.38,1.04,116.54,221767,-0.51,-1.64,2019-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2019-06,69001,monthly,121.19,245846,0.37,0.36,121.82,372097,0.28,0.72,123.03,231082,0.38,0.97,121.35,199166,0.04,0.71,117.71,224000,1.01,-1.49,2019-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2019-07,73613,monthly,122.49,248468,1.07,0.2,123.06,375878,1.02,-0.13,123.89,232701,0.7,0.7,122.84,201611,1.23,0.54,119.43,227260,1.46,-0.62,2019-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2019-08,78838,monthly,122.86,249221,0.3,0.24,124.01,378777,0.77,0.59,124.46,233762,0.46,0.76,123.81,203207,0.79,0.86,117.89,224332,-1.29,-1.93,2019-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2019-09,69020,monthly,123.06,249637,0.17,0.56,123.79,378114,-0.17,0.13,124.23,233332,-0.18,0.59,123.78,203148,-0.03,1.23,119.63,227640,1.47,0.06,2019-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2019-10,74620,monthly,122.67,248842,-0.32,0.44,123.47,377127,-0.26,0.15,125.1,234973,0.7,1.5,122.77,201495,-0.81,0.82,118.19,224898,-1.2,-1.35,2019-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2019-11,76702,monthly,122.19,247867,-0.39,0.38,123.52,377293,0.04,0.31,124.59,234008,-0.41,1.31,122.49,201028,-0.23,0.71,116.79,222243,-1.18,-1.5,2019-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2019-12,70541,monthly,122.3,248097,0.09,0.7,122.88,375353,-0.51,0.58,124.16,233213,-0.34,1.07,122.91,201726,0.35,1.49,118.18,224882,1.19,-0.9,2019-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-01,56603,monthly,122.2,247898,-0.08,1.33,123.23,376422,0.28,0.5,124.39,233645,0.19,2.02,122.36,200819,-0.45,2.22,117.7,223969,-0.41,0.03,2020-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-02,56568,monthly,121.63,246739,-0.47,0.95,122.88,375328,-0.29,0.54,123.67,232287,-0.58,1.6,122.32,200753,-0.03,2.0,116.27,221254,-1.21,-1.14,2020-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-03,57626,monthly,122.81,249121,0.97,2.53,123.93,378553,0.86,2.4,124.68,234188,0.82,2.58,123.08,202000,0.62,3.08,118.49,225478,1.91,1.77,2020-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-04,23673,monthly,121.48,246424,-1.08,0.72,123.59,377497,-0.28,1.72,123.36,231699,-1.06,1.0,121.95,200144,-0.92,0.91,115.53,219836,-2.5,-1.38,2020-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-05,30798,monthly,122.01,247499,0.44,1.05,123.33,376707,-0.21,1.52,124.44,233738,0.88,1.54,122.02,200260,0.06,0.59,116.94,222534,1.23,0.35,2020-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-06,46664,monthly,123.6,250739,1.31,1.99,124.0,378757,0.54,1.79,126.16,236968,1.38,2.55,124.86,204932,2.33,2.89,117.73,224025,0.67,0.01,2020-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-07,54524,monthly,124.83,253226,0.99,1.92,125.72,384026,1.39,2.17,127.17,238857,0.8,2.65,125.64,206198,0.62,2.28,119.31,227032,1.34,-0.1,2020-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-08,56476,monthly,126.1,255802,1.02,2.64,127.75,390210,1.61,3.02,128.86,242027,1.33,3.54,126.92,208306,1.02,2.51,118.91,226269,-0.34,0.86,2020-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-09,62864,monthly,127.26,258155,0.92,3.41,129.21,394660,1.14,4.38,129.53,243296,0.52,4.27,128.25,210491,1.05,3.61,120.17,228668,1.06,0.45,2020-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-10,77907,monthly,127.97,259592,0.56,4.32,130.26,397882,0.82,5.5,130.46,245048,0.72,4.29,129.33,212253,0.84,5.34,119.54,227480,-0.52,1.15,2020-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-11,76747,monthly,129.36,262409,1.09,5.87,131.3,401047,0.8,6.3,131.76,247478,0.99,5.76,130.96,214943,1.27,6.92,121.18,230585,1.36,3.75,2020-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-12,85705,monthly,130.62,264971,0.98,6.8,132.66,405200,1.04,7.95,133.08,249953,1.0,7.18,132.53,217514,1.2,7.83,121.79,231756,0.51,3.06,2020-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-01,70906,monthly,130.5,264676,-0.1,6.8,130.1,397394,-1.9,5.6,133.2,250195,0.1,7.1,132.6,217548,0.0,8.3,124.2,236316,2.0,5.5,2021-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-02,90060,monthly,131.2,266179,0.6,7.9,130.5,398736,0.3,6.2,133.8,251304,0.4,8.2,133.8,219605,0.9,9.4,124.8,237522,0.5,7.4,2021-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-03,128525,monthly,132.8,269460,1.2,8.2,131.7,402221,0.9,6.3,135.0,253552,0.9,8.3,135.6,222619,1.4,10.2,127.5,242590,2.1,7.6,2021-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-04,82173,monthly,130.9,265538,-1.5,7.8,130.7,399196,-0.8,5.7,133.2,250268,-1.3,8.0,133.4,218927,-1.7,9.4,124.4,236644,-2.5,7.6,2021-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-05,71336,monthly,131.2,266067,0.2,7.5,131.1,400373,0.3,6.3,133.8,251253,0.4,7.5,133.8,219532,0.3,9.6,123.9,235683,-0.4,5.9,2021-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-06,162673,monthly,139.0,281876,5.9,12.4,137.5,419963,4.9,10.9,141.2,265240,5.6,11.9,143.8,236036,7.5,15.2,130.8,248887,5.6,11.1,2021-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-07,52302,monthly,130.8,265370,-5.9,4.8,130.6,398824,-5.0,3.9,133.8,251297,-5.3,5.2,132.5,217440,-7.9,5.5,124.6,237082,-4.7,4.4,2021-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-08,71786,monthly,135.3,274530,3.5,7.3,136.1,415835,4.3,6.6,138.5,260229,3.6,7.5,137.5,225691,3.8,8.3,126.5,240648,1.5,6.4,2021-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-09,125654,monthly,140.0,283901,3.4,10.0,139.5,426192,2.5,8.0,143.2,268886,3.3,10.5,143.9,236231,4.7,12.2,130.1,247635,2.9,8.3,2021-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-10,53907,monthly,135.6,275118,-3.1,6.0,138.8,424091,-0.5,6.6,138.6,260297,-3.2,6.2,136.7,224277,-5.1,5.7,125.6,238933,-3.5,5.0,2021-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-11,68044,monthly,138.7,281382,2.3,7.2,141.0,430707,1.6,7.4,142.1,266983,2.6,7.9,140.2,230065,2.6,7.0,128.5,244565,2.4,6.1,2021-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-12,76166,monthly,139.8,283638,0.8,7.0,141.5,432229,0.4,6.7,142.8,268189,0.5,7.3,142.7,234149,1.8,7.6,129.2,245763,0.5,6.0,2021-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-01,57602,monthly,141.1,286221,0.9,8.1,143.1,437010,1.1,10.0,144.9,272199,1.5,8.8,143.3,235238,0.5,8.1,129.6,246611,0.3,4.4,2022-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-02,66048,monthly,141.6,287316,0.4,7.9,143.1,437237,0.1,9.7,145.4,273056,0.3,8.7,143.8,235942,0.3,7.4,131.2,249692,1.2,5.1,2022-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-03,75440,monthly,142.1,288333,0.4,7.0,144.1,440235,0.7,9.5,146.2,274581,0.6,8.3,144.4,236991,0.4,6.5,130.2,247763,-0.8,2.1,2022-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-04,68234,monthly,143.5,291072,1.0,9.6,145.0,442995,0.6,11.0,147.2,276420,0.7,10.4,146.7,240752,1.6,10.0,131.3,249924,0.9,5.6,2022-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-05,68223,monthly,145.2,294539,1.2,10.7,146.8,448373,1.2,12.0,149.6,281033,1.7,11.9,148.3,243375,1.1,10.9,131.9,251032,0.4,6.5,2022-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-06,71809,monthly,146.8,297750,1.1,5.6,147.7,451060,0.6,7.4,150.8,283217,0.8,6.8,150.3,246696,1.4,4.5,134.6,256156,2.0,2.9,2022-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-07,76486,monthly,149.6,303480,1.9,14.4,150.8,460676,2.1,15.5,154.3,289865,2.3,15.3,153.6,252012,2.2,15.9,135.1,257063,0.4,8.4,2022-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-08,79111,monthly,151.0,306412,1.0,11.6,152.6,466113,1.2,12.1,155.5,291987,0.7,12.2,155.2,254777,1.1,12.9,136.2,259094,0.8,7.7,2022-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-09,79500,monthly,151.5,307355,0.3,8.3,153.3,468137,0.4,9.8,156.0,293054,0.4,9.0,155.6,255381,0.2,8.1,136.3,259377,0.1,4.7,2022-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-10,75912,monthly,151.4,307152,-0.1,11.6,153.6,469098,0.2,10.6,156.2,293341,0.1,12.7,155.2,254663,-0.3,13.5,135.7,258206,-0.5,8.1,2022-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-11,77523,monthly,151.4,307163,0.0,9.2,153.6,469312,0.0,9.0,156.1,293144,-0.1,9.8,155.3,254802,0.1,10.8,135.6,258126,0.0,5.5,2022-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-12,73294,monthly,150.5,305251,-0.6,7.6,151.8,463732,-1.2,7.3,155.2,291496,-0.6,8.7,154.5,253574,-0.5,8.3,135.7,258131,0.0,5.0,2022-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2023-01,50359,monthly,149.2,302729,-0.8,5.8,151.9,464080,0.1,6.2,154.4,290008,-0.5,6.5,152.0,249417,-1.6,6.0,133.6,254311,-1.5,3.1,2023-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2023-02,49837,monthly,148.2,300706,-0.7,4.7,151.2,461911,-0.5,5.6,152.8,286986,-1.0,5.1,150.9,247586,-0.7,4.9,133.3,253691,-0.2,1.6,2023-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2023-03,57529,monthly,146.0,296136,-1.5,2.7,149.3,456071,-1.3,3.6,150.9,283495,-1.2,3.2,147.5,242057,-2.2,2.1,131.8,250761,-1.2,1.2,2023-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2023-04,41002,monthly,146.2,296625,0.2,1.9,149.5,456643,0.1,3.1,151.3,284133,0.2,2.8,148.2,243249,0.5,1.0,131.3,249789,-0.4,-0.1,2023-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2023-05,44542,monthly,146.1,296405,-0.1,0.6,148.1,452243,-1.0,0.9,150.9,283372,-0.3,0.8,148.7,244100,0.3,0.3,132.1,251346,0.6,0.1,2023-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2023-06,56427,monthly,147.0,298247,0.6,0.2,149.1,455333,0.7,0.9,151.7,284975,0.6,0.6,150.6,247106,1.2,0.2,131.7,250542,-0.3,-2.2,2023-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2023-07,52068,monthly,148.4,301065,0.9,-0.8,150.7,460204,1.1,-0.1,154.1,289415,1.6,-0.2,151.7,249027,0.8,-1.2,131.9,250913,0.1,-2.4,2023-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2023-08,59192,monthly,149.2,302595,0.5,-1.2,151.4,462601,0.5,-0.8,154.4,290027,0.2,-0.7,153.2,251475,1.0,-1.3,132.1,251400,0.2,-3.0,2023-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2023-09,57425,monthly,148.5,301258,-0.4,-2.0,150.1,458558,-0.9,-2.0,153.5,288240,-0.6,-1.6,152.5,250217,-0.5,-2.0,132.7,252488,0.4,-2.7,2023-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2023-10,55937,monthly,147.8,299901,-0.5,-2.4,149.2,455860,-0.6,-2.8,153.1,287646,-0.2,-1.9,151.3,248379,-0.7,-2.5,132.4,251975,-0.2,-2.4,2023-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2023-11,54315,monthly,146.7,297655,-0.7,-3.1,149.3,455995,0.0,-2.8,152.3,286049,-0.6,-2.4,149.6,245572,-1.1,-3.6,130.6,248535,-1.4,-3.7,2023-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2023-12,50706,monthly,145.5,295113,-0.9,-3.3,146.6,447870,-1.8,-3.4,151.0,283694,-0.8,-2.7,149.1,244749,-0.3,-3.5,129.8,247051,-0.6,-4.3,2023-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-01,39997,monthly,145.2,294539,-0.2,-2.7,147.1,449218,0.3,-3.2,150.6,282863,-0.3,-2.5,148.7,244129,-0.3,-2.1,129.1,245706,-0.5,-3.4,2024-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-02,43992,monthly,144.9,293997,-0.2,-2.2,145.9,445593,-0.8,-3.5,150.9,283382,0.2,-1.3,148.8,244277,0.1,-1.3,128.7,244825,-0.4,-3.5,2024-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-03,48738,monthly,144.7,293569,-0.1,-0.9,146.0,445809,0.0,-2.3,150.3,282319,-0.4,-0.4,148.5,243776,-0.2,0.7,128.7,244991,0.1,-2.3,2024-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-04,42390,monthly,145.7,295561,0.7,-0.4,146.6,447696,0.4,-2.0,151.7,284956,0.9,0.3,149.8,245786,0.8,1.0,129.2,245895,0.4,-1.6,2024-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-05,48601,monthly,147.0,298181,0.9,0.6,147.8,451480,0.8,-0.2,153.0,287468,0.9,1.4,151.4,248554,1.1,1.8,130.0,247295,0.6,-1.6,2024-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-06,43022,monthly,148.1,300513,0.8,0.8,148.4,453419,0.4,-0.4,154.2,289626,0.8,1.6,153.1,251351,1.1,1.7,130.9,249129,0.7,-0.6,2024-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-07,47862,monthly,150.2,304702,1.4,1.2,151.3,462080,1.9,0.4,157.1,295129,1.9,2.0,154.9,254165,1.1,2.1,131.4,250065,0.4,-0.3,2024-07-01
