"Name","URI","Region GSS code","Period","Sales volume","Reporting period","House price index All property types","Average price All property types","Percentage change (monthly) All property types","Percentage change (yearly) All property types","House price index Detached houses","Average price Detached houses","Percentage change (monthly) Detached houses","Percentage change (yearly) Detached houses","House price index Semi-detached houses","Average price Semi-detached houses","Percentage change (monthly) Semi-detached houses","Percentage change (yearly) Semi-detached houses","House price index Terraced houses","Average price Terraced houses","Percentage change (monthly) Terraced houses","Percentage change (yearly) Terraced houses","House price index Flats and maisonettes","Average price Flats and maisonettes","Percentage change (monthly) Flats and maisonettes","Percentage change (yearly) Flats and maisonettes","Pivotable date"
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2016-07,7,monthly,116.35,911827,0.43,17.04,,,,,,,,,114.5,1387666,0.56,16.25,116.36,908757,0.42,17.04,2016-07-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2016-08,8,monthly,108.24,848269,-6.97,11.58,,,,,,,,,106.83,1294820,-6.69,10.53,108.25,845393,-6.97,11.59,2016-08-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2016-09,8,monthly,99.6,780527,-7.99,1.7,,,,,,,,,98.12,1189234,-8.15,1.11,99.61,777892,-7.98,1.71,2016-09-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2016-10,11,monthly,101.15,792664,1.55,1.45,,,,,,,,,98.6,1195010,0.49,0.03,101.16,790055,1.56,1.46,2016-10-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2016-11,16,monthly,104.47,818663,3.28,10.37,,,,,,,,,101.45,1229508,2.89,8.83,104.48,815993,3.28,10.38,2016-11-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2016-12,13,monthly,103.59,811786,-0.84,13.81,,,,,,,,,100.41,1217013,-1.02,11.41,103.61,809150,-0.84,13.83,2016-12-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2017-01,11,monthly,104.7,820305,1.0,11.3,,,,,,,,,101.3,1227435,0.9,8.8,104.7,817654,1.1,11.4,2017-01-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2017-02,9,monthly,104.7,820632,0.0,6.9,,,,,,,,,100.1,1213438,-1.1,3.0,104.8,818093,0.1,6.9,2017-02-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2017-03,18,monthly,109.0,853885,4.1,6.6,,,,,,,,,103.9,1258753,3.7,3.5,109.0,851416,4.1,6.7,2017-03-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2017-04,20,monthly,115.6,906024,6.1,11.7,,,,,,,,,110.5,1338979,6.4,8.6,115.7,903552,6.1,11.8,2017-04-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2017-05,21,monthly,119.9,939775,3.7,10.6,,,,,,,,,114.7,1390494,3.8,8.2,120.0,937307,3.7,10.7,2017-05-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2017-06,19,monthly,118.8,930786,-1.0,2.5,,,,,,,,,113.8,1379309,-0.8,0.0,118.9,928317,-1.0,2.6,2017-06-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2017-07,20,monthly,109.1,854798,-8.2,-6.3,,,,,,,,,104.2,1262860,-8.4,-9.0,109.2,852500,-8.2,-6.2,2017-07-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2017-08,21,monthly,108.1,847422,-0.9,-0.1,,,,,,,,,104.6,1268073,0.4,-2.1,108.2,845130,-0.9,0.0,2017-08-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2017-09,29,monthly,106.8,836674,-1.3,7.2,,,,,,,,,103.5,1254312,-1.1,5.5,106.8,834409,-1.3,7.3,2017-09-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2017-10,17,monthly,104.4,818477,-2.2,3.3,,,,,,,,,101.9,1234638,-1.6,3.3,104.5,816190,-2.2,3.3,2017-10-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2017-11,14,monthly,100.8,790159,-3.5,-3.5,,,,,,,,,97.6,1183064,-4.2,-3.8,100.9,787921,-3.5,-3.4,2017-11-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2017-12,20,monthly,99.3,778002,-1.5,-4.2,,,,,,,,,96.3,1166818,-1.4,-4.1,99.3,775722,-1.5,-4.1,2017-12-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2018-01,34,monthly,102.4,802129,3.1,-2.2,,,,,,,,,98.6,1194920,2.4,-2.6,102.4,799677,3.1,-2.2,2018-01-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2018-02,27,monthly,99.9,783266,-2.4,-4.6,,,,,,,,,96.3,1167171,-2.3,-3.8,100.0,780669,-2.4,-4.6,2018-02-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2018-03,19,monthly,94.5,740799,-5.4,-13.2,,,,,,,,,92.3,1118208,-4.2,-11.2,94.5,738167,-5.4,-13.3,2018-03-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2018-04,14,monthly,93.5,732351,-1.1,-19.2,,,,,,,,,92.6,1122899,0.4,-16.1,93.4,729692,-1.1,-19.2,2018-04-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2018-05,19,monthly,101.6,796399,8.7,-15.3,,,,,,,,,102.6,1243006,10.7,-10.6,101.6,793436,8.7,-15.3,2018-05-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2018-06,87,monthly,100.7,789278,-0.9,-15.2,,,,,,,,,100.9,1223196,-1.6,-11.3,100.7,786370,-0.9,-15.3,2018-06-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2018-07,32,monthly,103.3,809697,2.6,-5.3,,,,,,,,,103.2,1250618,2.2,-1.0,103.3,806727,2.6,-5.4,2018-07-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2018-08,22,monthly,100.1,784144,-3.2,-7.5,,,,,,,,,98.6,1195013,-4.4,-5.8,100.0,781319,-3.1,-7.6,2018-08-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2018-09,40,monthly,102.2,800875,2.1,-4.3,,,,,,,,,101.3,1227290,2.7,-2.2,102.2,797968,2.1,-4.4,2018-09-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2018-10,30,monthly,102.5,803391,0.3,-1.8,,,,,,,,,101.6,1231270,0.3,-0.3,102.5,800475,0.3,-1.9,2018-10-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2018-11,31,monthly,97.6,764659,-4.8,-3.2,,,,,,,,,97.5,1182089,-4.0,-0.1,97.6,761851,-4.8,-3.3,2018-11-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2018-12,36,monthly,103.7,812504,6.3,4.4,,,,,,,,,102.6,1243003,5.2,6.5,103.7,809562,6.3,4.4,2018-12-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2019-01,10,monthly,110.5,865636,6.5,7.9,,,,,,,,,108.6,1315872,5.9,10.1,110.4,862529,6.5,7.9,2019-01-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2019-02,10,monthly,114.1,894520,3.3,14.2,,,,,,,,,110.8,1342786,2.0,15.0,114.1,891344,3.3,14.2,2019-02-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2019-03,11,monthly,108.9,853451,-4.6,15.2,,,,,,,,,105.6,1279409,-4.7,14.4,108.9,850428,-4.6,15.2,2019-03-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2019-04,17,monthly,94.3,739047,-13.4,0.9,,,,,,,,,91.5,1108454,-13.4,-1.3,94.3,736430,-13.4,0.9,2019-04-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2019-05,7,monthly,91.8,719789,-2.6,-9.6,,,,,,,,,90.4,1095442,-1.2,-11.9,91.8,717240,-2.6,-9.6,2019-05-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2019-06,15,monthly,97.2,761434,5.8,-3.5,,,,,,,,,96.2,1165404,6.4,-4.7,97.2,758737,5.8,-3.5,2019-06-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2019-07,13,monthly,96.4,755626,-0.8,-6.7,,,,,,,,,95.3,1154855,-0.9,-7.7,96.4,752950,-0.8,-6.7,2019-07-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2019-08,16,monthly,103.7,812854,7.6,3.7,,,,,,,,,102.6,1244090,7.7,4.1,103.7,809975,7.6,3.7,2019-08-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2019-09,12,monthly,102.6,803676,-1.1,0.3,,,,,,,,,101.4,1228736,-1.2,0.1,102.5,800830,-1.1,0.4,2019-09-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2019-10,4,monthly,104.7,820169,2.1,2.1,,,,,,,,,103.4,1253791,2.0,1.8,104.6,817265,2.1,2.1,2019-10-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2019-11,5,monthly,98.6,772325,-5.8,1.0,,,,,,,,,98.1,1188526,-5.2,0.5,98.5,769589,-5.8,1.0,2019-11-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2019-12,16,monthly,96.7,758112,-1.8,-6.7,,,,,,,,,96.5,1169332,-1.6,-5.9,96.7,755427,-1.8,-6.7,2019-12-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2020-01,7,monthly,98.8,773937,2.1,-10.6,,,,,,,,,98.4,1192093,1.9,-9.4,98.7,771196,2.1,-10.6,2020-01-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2020-02,25,monthly,102.0,799600,3.3,-10.6,,,,,,,,,100.7,1220299,2.4,-9.1,102.0,796768,3.3,-10.6,2020-02-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2020-03,17,monthly,108.1,847240,6.0,-0.7,,,,,,,,,106.0,1284116,5.2,0.4,108.1,844240,6.0,-0.7,2020-03-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2020-04,14,monthly,117.2,918257,8.4,24.2,,,,,,,,,115.4,1398826,8.9,26.2,117.2,915005,8.4,24.2,2020-04-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2020-05,5,monthly,117.1,917838,0.0,27.5,,,,,,,,,114.2,1384493,-1.0,26.4,117.1,914588,0.0,27.5,2020-05-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2020-06,3,monthly,111.2,871336,-5.1,14.4,,,,,,,,,109.1,1322245,-4.5,13.5,111.2,868250,-5.1,14.4,2020-06-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2020-07,4,monthly,100.4,786860,-9.7,4.1,,,,,,,,,98.6,1194729,-9.6,3.5,100.4,784073,-9.7,4.1,2020-07-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2020-08,7,monthly,105.7,828097,5.2,1.9,,,,,,,,,105.5,1278884,7.0,2.8,105.7,825164,5.2,1.9,2020-08-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2020-09,6,monthly,102.2,800735,-3.3,-0.4,,,,,,,,,102.5,1241704,-2.9,1.1,102.2,797899,-3.3,-0.4,2020-09-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2020-10,7,monthly,105.2,824501,3.0,0.5,,,,,,,,,106.6,1291508,4.0,3.0,105.2,821580,3.0,0.5,2020-10-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2020-11,11,monthly,98.4,771213,-6.5,-0.1,,,,,,,,,100.1,1212996,-6.1,2.1,98.4,768481,-6.5,-0.1,2020-11-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2020-12,8,monthly,101.8,797973,3.5,5.3,,,,,,,,,103.7,1257203,3.6,7.5,101.8,795146,3.5,5.3,2020-12-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2021-01,13,monthly,96.2,754228,-5.5,-2.5,,,,,,,,,97.5,1181512,-6.0,-0.9,96.2,751557,-5.5,-2.5,2021-01-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2021-02,6,monthly,91.0,713173,-5.4,-10.8,,,,,,,,,91.3,1106772,-6.3,-9.3,91.0,710700,-5.4,-10.8,2021-02-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2021-03,28,monthly,89.8,703795,-1.3,-16.9,,,,,,,,,89.0,1078859,-2.5,-16.0,89.8,701469,-1.3,-16.9,2021-03-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2021-04,8,monthly,92.1,721580,2.5,-21.4,,,,,,,,,90.9,1101799,2.1,-21.2,92.1,719253,2.5,-21.4,2021-04-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2021-05,11,monthly,93.4,731720,1.4,-20.3,,,,,,,,,92.0,1114492,1.2,-19.5,93.4,729398,1.4,-20.2,2021-05-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2021-06,51,monthly,96.1,753197,2.9,-13.6,,,,,,,,,95.2,1153477,3.5,-12.8,96.1,750722,2.9,-13.5,2021-06-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2021-07,4,monthly,113.3,888010,17.9,12.9,,,,,,,,,112.4,1362858,18.2,14.1,113.3,885052,17.9,12.9,2021-07-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2021-08,5,monthly,117.8,923210,4.0,11.5,,,,,,,,,118.5,1435853,5.4,12.3,117.8,919882,3.9,11.5,2021-08-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2021-09,21,monthly,116.2,910270,-1.4,13.7,,,,,,,,,117.3,1421742,-1.0,14.5,116.1,906908,-1.4,13.7,2021-09-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2021-10,8,monthly,101.9,798190,-12.3,-3.2,,,,,,,,,103.4,1252931,-11.9,-3.0,101.8,795159,-12.3,-3.2,2021-10-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2021-11,24,monthly,114.2,894799,12.1,16.0,,,,,,,,,115.2,1396086,11.4,15.1,114.2,891513,12.1,16.0,2021-11-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2021-12,16,monthly,128.5,1006720,12.5,26.2,,,,,,,,,130.3,1579757,13.2,25.7,128.4,1002903,12.5,26.1,2021-12-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2022-01,12,monthly,131.9,1033995,2.7,37.1,,,,,,,,,134.3,1627703,3.0,37.8,131.9,1030006,2.7,37.0,2022-01-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2022-02,9,monthly,122.9,962962,-6.9,35.0,,,,,,,,,124.7,1511323,-7.1,36.6,122.8,959272,-6.9,35.0,2022-02-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2022-03,19,monthly,113.4,889061,-7.7,26.3,,,,,,,,,114.7,1390247,-8.0,28.9,113.4,885722,-7.7,26.3,2022-03-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2022-04,15,monthly,116.6,913581,2.8,26.6,,,,,,,,,118.2,1432211,3.0,30.0,116.5,910119,2.8,26.5,2022-04-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2022-05,19,monthly,113.6,889871,-2.6,21.6,,,,,,,,,116.2,1407902,-1.7,26.3,113.5,886387,-2.6,21.5,2022-05-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2022-06,11,monthly,113.0,885382,-0.5,17.5,,,,,,,,,115.2,1396476,-0.8,21.1,112.9,881953,-0.5,17.5,2022-06-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2022-07,18,monthly,112.2,879560,-0.7,-1.0,,,,,,,,,114.6,1388451,-0.6,1.9,112.2,876144,-0.7,-1.0,2022-07-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2022-08,19,monthly,117.5,920808,4.7,-0.3,,,,,,,,,120.1,1455528,4.8,1.4,117.4,917214,4.7,-0.3,2022-08-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2022-09,18,monthly,116.2,910396,-1.1,0.0,,,,,,,,,120.4,1459229,0.3,2.6,116.1,906672,-1.1,0.0,2022-09-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2022-10,12,monthly,117.5,920566,1.1,15.3,,,,,,,,,121.9,1476898,1.2,17.9,117.4,916789,1.1,15.3,2022-10-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2022-11,8,monthly,118.4,928082,0.8,3.7,,,,,,,,,123.5,1497213,1.4,7.2,118.3,924204,0.8,3.7,2022-11-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2022-12,13,monthly,114.6,897720,-3.3,-10.8,,,,,,,,,118.7,1438269,-3.9,-9.0,114.5,894053,-3.3,-10.9,2022-12-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2023-01,5,monthly,112.8,884057,-1.5,-14.5,,,,,,,,,117.3,1421322,-1.2,-12.7,112.7,880404,-1.5,-14.5,2023-01-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2023-02,12,monthly,103.7,813032,-8.0,-15.6,,,,,,,,,106.3,1288216,-9.4,-14.8,103.7,809712,-8.0,-15.6,2023-02-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2023-03,15,monthly,111.5,873492,7.4,-1.8,,,,,,,,,114.5,1387149,7.7,-0.2,111.4,869893,7.4,-1.8,2023-03-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2023-04,11,monthly,107.1,839397,-3.9,-8.1,,,,,,,,,109.5,1327717,-4.3,-7.3,107.0,835938,-3.9,-8.2,2023-04-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2023-05,9,monthly,116.5,912786,8.7,2.6,,,,,,,,,119.3,1446287,8.9,2.7,116.4,909025,8.7,2.6,2023-05-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2023-06,16,monthly,125.3,982264,7.6,10.9,,,,,,,,,129.6,1570550,8.6,12.5,125.3,978216,7.6,10.9,2023-06-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2023-07,14,monthly,129.1,1011540,3.0,15.0,,,,,,,,,133.5,1617573,3.0,16.5,129.0,1007372,3.0,15.0,2023-07-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2023-08,27,monthly,122.8,962283,-4.9,4.5,,,,,,,,,129.0,1563694,-3.3,7.4,122.7,958318,-4.9,4.5,2023-08-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2023-09,11,monthly,115.8,907496,-5.7,-0.3,,,,,,,,,120.9,1464919,-6.3,0.4,115.7,903756,-5.7,-0.3,2023-09-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2023-10,10,monthly,111.9,876920,-3.4,-4.7,,,,,,,,,115.7,1402189,-4.3,-5.1,111.8,873306,-3.4,-4.7,2023-10-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2023-11,11,monthly,110.1,862989,-1.6,-7.0,,,,,,,,,112.2,1359435,-3.0,-9.2,110.0,859433,-1.6,-7.0,2023-11-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2023-12,11,monthly,103.0,807073,-6.5,-10.1,,,,,,,,,102.7,1244796,-8.4,-13.5,102.9,803747,-6.5,-10.1,2023-12-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2024-01,8,monthly,106.9,837673,3.8,-5.2,,,,,,,,,107.1,1297590,4.2,-8.7,106.8,834221,3.8,-5.2,2024-01-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2024-02,7,monthly,107.2,840075,0.3,3.3,,,,,,,,,106.4,1289978,-0.6,0.1,107.1,836683,0.3,3.3,2024-02-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2024-03,11,monthly,106.1,831249,-1.1,-4.8,,,,,,,,,105.0,1272935,-1.3,-8.2,106.0,828034,-1.0,-4.8,2024-03-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2024-04,17,monthly,103.4,810250,-2.5,-3.5,,,,,,,,,103.1,1249183,-1.9,-5.9,103.3,807040,-2.5,-3.5,2024-04-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2024-05,16,monthly,103.8,813219,0.4,-10.9,,,,,,,,,103.6,1256062,0.6,-13.2,103.7,809976,0.4,-10.9,2024-05-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2024-06,9,monthly,103.1,808227,-0.6,-17.7,,,,,,,,,104.7,1268754,1.0,-19.2,103.1,804816,-0.6,-17.7,2024-06-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2024-07,8,monthly,96.3,754954,-6.6,-25.4,,,,,,,,,98.0,1188300,-6.3,-26.5,96.3,751740,-6.6,-25.4,2024-07-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2024-08,8,monthly,95.8,750362,-0.6,-22.0,,,,,,,,,97.9,1186687,-0.1,-24.1,95.7,747115,-0.6,-22.0,2024-08-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2024-09,13,monthly,91.8,719570,-4.1,-20.7,,,,,,,,,93.6,1134585,-4.4,-22.5,91.7,716487,-4.1,-20.7,2024-09-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2024-10,,monthly,88.3,692265,-3.8,-21.1,,,,,,,,,89.5,1085258,-4.3,-22.6,88.3,689356,-3.8,-21.1,2024-10-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2024-11,,monthly,85.6,670906,-3.1,-22.3,,,,,,,,,85.8,1039354,-4.2,-23.5,85.6,668202,-3.1,-22.3,2024-11-01
